,lat [deg],long [deg],RA [deg],dec [deg],vlos [km/s],dist [kpc],pmRA [mas/yr],pmdec [mas/yr]
2121,2.49352402812,334.760705636,243.007549461,-42.0626689368,-22.8323195453,101.138999919,-0.150257835027,-0.0287947642195
2122,2.7075845894,337.259571135,245.371504903,-40.7497452018,-169.702998298,101.430352594,-0.171497053423,0.145384220694
2123,4.00915056917,333.474657782,240.112847177,-41.8900432563,-47.3227087877,98.4957419072,-0.109624194603,0.00348529937283
2124,3.67253033166,332.784084648,239.673464412,-42.3689760241,-8.46646928014,102.472744605,-0.12029825763,0.01477051068
2125,4.9487663676,332.440239963,238.069802182,-41.8596918249,-2.89929967626,99.7483237798,-0.123630163585,-0.0440888593281
2126,1.90210592638,328.840768339,236.742106109,-44.8813038713,-0.664876711158,101.525216702,-0.109224851363,0.0646960033637
2127,3.65970762961,332.367202257,239.216450627,-42.5578020747,-172.454407954,106.21649169,-0.130922437061,0.0365363149347
2128,-1.08167976013,331.548139007,243.214498572,-45.1731221838,-154.218466073,112.732540247,-0.180009220499,0.0174861864738
2129,-1.26345935533,333.269264332,245.392486713,-44.5037456478,-143.645240875,106.668841164,-0.208288156153,0.127095373237
2130,0.900848407928,337.794329207,247.770870126,-41.3534359771,-149.738865276,112.458890288,-0.187234667143,0.0428652717849
2131,1.7307660728,340.536750692,249.509817788,-39.5217068882,-3.39102869196,103.846628105,-0.0979442092091,-0.0735725939485
2132,-2.72822611204,338.071846903,252.056807982,-42.8399346056,-22.1236894021,106.112362309,-0.0958316479687,-0.0462648156254
2133,-5.37414640472,336.388808495,253.59511201,-44.7554327979,43.4272316486,104.856045414,-0.103278705733,-0.0118804963089
2134,-2.82706481726,339.479042735,253.498264808,-42.1524227383,-52.576896132,99.7326412748,-0.10714306088,0.0275595809317
2135,-5.71183251082,329.126490361,245.873583666,-48.0680617168,-168.943749008,105.10173458,-0.179343310329,0.0129286272749
2136,-5.82395645195,333.078662187,250.704838867,-46.4664499534,-142.559569067,109.643927774,-0.212367705001,0.0565726469084
2137,-8.04817667956,332.770882607,253.365470581,-47.411110515,-138.052813667,111.737366891,-0.215503642317,0.0648702992298
2138,-3.99934740444,333.819134356,249.21605438,-45.4175601758,-146.603567448,116.97521293,-0.160363023466,0.0657876378759
2139,-3.12788296116,335.038455762,249.471701973,-44.4949685614,-130.105334162,124.802095548,-0.166958063655,0.0291977404323
2140,-1.11303728458,340.683837107,252.672513215,-40.7613828417,-147.048160002,120.748514608,-0.142225692599,0.0294249114993
2141,-9.90284714124,343.191577323,265.311200299,-42.8133429578,158.578402755,121.606313654,-0.156163519459,-0.0564677309568
2142,-10.6890236759,343.219827822,266.359939321,-43.0581069656,112.855979922,142.926648723,-0.162468509131,-0.00762665163335
2143,-12.1018847338,341.84280708,267.248296026,-44.2670709577,-97.5462890715,144.982386388,-0.128268423645,0.00972579420335
2144,-9.77781619455,341.466651795,263.817421191,-43.7275784433,109.089300026,148.462553235,-0.147961108773,-0.0224031885593
2145,-9.53450384042,343.385748091,264.981679605,-42.5785019918,109.659827683,142.358192381,-0.160198723419,-0.0827528873718
2146,-14.0283048218,348.502561442,274.212567451,-40.9805074674,135.349779979,136.687416606,-0.137753882246,-0.0332898697762
2147,-8.43630504826,351.956694126,269.511309511,-36.9084212285,-121.014664649,137.627032172,-0.113389697449,-0.0152134249897
2148,-4.30741316837,346.562702428,261.10084513,-38.7363459286,46.4215477797,130.319486058,-0.0618468674891,-0.02515511853
2149,-6.04519989575,346.937482414,263.364675766,-39.2031115002,-127.535399025,130.739992129,-0.121353371349,0.0257057068609
2150,-6.1988403135,353.008043647,267.666203029,-35.3478955973,30.2158529307,109.558271007,-0.0770031946457,-0.0733789418159
2151,-5.04812263102,350.938464967,265.046021012,-36.2659221974,7.08183387721,105.142834649,-0.0927145422161,-0.0572652600477
2152,-5.55378814232,347.240910133,263.020122435,-38.8233138716,-20.6898848999,104.322576387,-0.101191540274,-0.084067905752
2153,-6.535146539,346.926738776,263.926842777,-39.3994830035,19.0888637646,104.478732775,-0.125944582167,-0.081105053354
2154,-3.46694508288,351.792806699,263.910528402,-35.0442531954,-150.721352126,107.507110386,-0.217318343105,0.0651910480203
2155,-2.99707306343,346.578525901,259.653415211,-38.1785930676,-94.000605754,151.723257085,-0.106334103286,-0.0302182960006
2156,-0.933848123811,340.007377877,251.858386854,-41.0454506575,123.6653338,143.179155964,-0.141107634538,-0.0320799704413
2157,-0.0283741497675,344.003118818,254.38589138,-38.4018596224,-102.740135467,152.620422929,-0.105765594403,0.0159295770533
2158,6.18628571353,340.33859728,244.94558805,-37.366519734,-163.586742828,136.639767585,-0.118693204259,0.0269971553889
2159,2.46007885939,339.616597798,247.907779278,-39.6595825122,-130.574424083,136.930852186,-0.112505597225,0.0139914723261
2160,1.22746407405,345.115321423,253.996179589,-37.160267249,-48.0705965461,128.408366429,-0.358513161081,0.0164332758323
2161,12.831314558,341.436953601,240.100238204,-32.9938629531,-160.096133927,137.288691744,-0.122683563038,0.0447749517208
2162,9.97570530117,344.36988933,245.05798818,-33.0295737457,-146.515022988,126.214806724,-0.0403492652058,-0.00360085989307
2163,10.3681763047,342.963058654,243.518235487,-33.6062283414,-136.154216567,129.66296129,-0.128569566441,0.0180406399916
2164,6.8449361577,342.512428018,246.288310128,-35.8217689702,-121.331620551,140.197124042,-0.111792149213,0.0219940397286
2165,1.2017566564,343.090780289,252.325138031,-38.353783368,-89.5864518889,162.664311942,-0.0593803313942,-0.0106535327373
2166,6.16134484731,343.811260497,248.050828062,-35.447966488,-98.1847390446,156.465458155,-0.0997510992382,0.0296733380172
2167,7.94845048517,344.014168881,246.570615626,-34.3674715144,-86.6765828206,161.104095787,-0.0833896212739,0.0512513428916
2168,10.1635822268,353.844083776,252.136474354,-26.9629622855,-110.419786615,150.170909977,-0.106040683456,-0.00779756927735
2169,11.3248795722,349.03757123,247.611454004,-29.4465518485,-133.014556684,129.402089525,-0.131957544305,0.0506318387948
2170,11.648771804,345.732870325,244.730616473,-31.270429301,-136.235862272,131.414335087,-0.114163577835,0.0416062727677
2171,11.2936679138,348.841457425,247.488732431,-29.5871045641,-108.89322026,143.770203776,-0.116950439937,0.00259053143075
2172,12.5436745372,348.626915059,246.248375372,-28.9977447114,-128.047512324,132.54840821,-0.12324836471,0.0203612763718
2173,16.0807187568,351.330642526,245.299642345,-25.1918575639,-100.054568651,143.430462309,-0.145815600014,0.0102741979288
2174,13.9791649928,351.173591748,246.93455203,-26.5484579228,-106.905083774,146.571257115,-0.100774516621,0.0346191163672
2175,22.2545026054,348.059929788,238.049334864,-23.2690687995,-93.862286901,153.025411294,-0.116596268091,-0.0116287545552
2176,20.8769293366,352.439067144,242.232940981,-21.5093282599,114.541691371,144.339355892,-0.136241994525,0.0181672664525
2177,12.7891600688,349.863927708,246.975896693,-28.0805285053,-72.695737351,170.713364668,-0.0701794958922,0.00709930724858
2178,13.8390985979,347.035803443,243.920159891,-29.2007766577,-75.7710215225,168.591970187,-0.0804876101733,0.0128706788496
2179,10.7985426676,348.227838836,247.447396115,-30.251321238,-65.3556232477,173.332736601,-0.0848239936437,-0.00486346633773
2180,7.07188229478,348.500536303,251.00698308,-32.1361080568,-75.4193403449,169.922071803,-0.0781245539248,-0.00805040690476
2181,8.11504737037,348.68243107,250.191082241,-31.4602753587,-60.2336784275,171.122074091,-0.11277834719,3.30265891614e-05
2182,10.5274514155,344.104818915,244.352760199,-32.8668069039,-51.0710755996,184.125242468,-0.0786277402456,0.0323372614915
2183,17.7778512274,341.310290417,236.079951101,-29.9576702779,-88.8704037863,150.776990316,-0.136416420416,0.000121898627149
2184,17.7321547199,338.458269629,233.618402455,-31.4348033573,-89.6926634828,153.268558179,-0.116509379851,0.0321109605785
2185,18.5397706523,340.308568225,234.64969688,-29.9759828395,-84.5210715085,154.725786956,-0.119210147356,0.045135953944
2186,20.9201190226,340.318188019,232.927941745,-28.3726873716,-94.1548651139,147.728648359,-0.131098681549,0.0377983422084
2187,24.6146858178,338.83411982,229.146249422,-26.5096357565,-84.4615129833,150.23828344,-0.120037133361,0.0751900253277
2188,23.8281009354,336.704448816,227.855247363,-28.0583063628,-107.576754376,134.650665499,-0.145250831951,0.0494387026703
2189,19.8280457237,337.403725306,231.166537668,-30.5380480314,-100.528557201,145.535348864,-0.108661426597,0.0386721070729
2190,26.7704110469,340.955166135,229.434170076,-23.9337732146,-93.7159048949,145.129347809,-0.142677123566,0.0125100041717
2191,27.1670682781,344.20580209,231.654685117,-22.0094114507,-96.9171135869,137.548018396,-0.134761150752,0.0945597188385
2192,24.8512331804,349.066038877,236.84113476,-20.9443037991,8.06069985067,127.868312217,-0.0629881331207,-0.0181684766276
2193,18.3082905538,350.223407401,242.692826667,-24.5150512805,144.626747964,127.516868699,-0.153770836589,-0.038654212235
2194,20.1864307909,352.955785564,243.13412394,-21.6183476508,-147.114063045,116.779671703,-0.165676912624,0.00282673260948
2195,23.9270607883,350.126687469,238.277385976,-20.9413799962,-137.424179553,122.245681657,-0.155726605533,0.0361166496194
2196,15.3110708811,348.966388382,244.188310431,-27.1398445846,-138.872970141,113.840514523,-0.200681029684,0.0470669373115
2197,10.3573028248,338.977122839,239.943129486,-35.7538049015,-133.998716355,127.73114973,-0.127157979416,0.0778925837835
2198,11.5554567875,337.990659269,238.004283918,-35.5469343195,-131.14585128,133.77300605,-0.128286510847,0.0244029346643
2199,20.8037040744,340.247205098,232.95102222,-28.48770596,-133.126748998,129.013275513,-0.129831278712,0.0408998988522
2200,18.7349528725,342.24628252,236.146472047,-28.837643885,-133.937272858,126.849423764,-0.156484035375,0.0133695773965
2201,17.2866027379,333.812133381,229.585019624,-33.8795934684,-135.495865742,130.012947446,-0.114803323781,0.0658010449239
2202,14.9339533048,334.075469115,231.535928724,-35.3012845627,-143.09178433,117.532071752,-0.164744029312,0.0660054070054
2203,16.8016900709,341.858682552,237.294335021,-30.2980186116,-152.008243188,115.999984075,-0.15035778712,0.0523566462501
2204,18.8002324049,337.227128843,231.733348898,-31.3171052922,-146.211664619,108.080001315,-0.2262265383,0.0233641083563
2205,19.6023231434,333.1959277,227.414307636,-32.5716961013,-151.913331348,107.869084897,-0.191878315786,0.0902224590627
2206,18.4957082903,332.362129351,227.334525844,-33.6788675898,-141.287268107,111.832222465,-0.198544192101,0.105876206465
2207,18.7453283894,331.003553508,225.815763989,-34.0565254204,-140.943703803,122.015543737,-0.132539226711,0.0698848680259
2208,18.7205257741,332.589171904,227.408652195,-33.4313703239,-141.002643736,118.044436006,-0.119408955647,0.10612304703
2209,19.3740175661,336.2144059,230.405402727,-31.4007032873,-137.867989549,119.957452486,-0.164589655371,0.0520107070321
2210,22.6347851207,333.201010835,225.476961191,-30.4296420077,-127.416537665,118.060788234,-0.176411699998,0.109953493218
2211,23.4094585465,333.326022755,225.112943278,-29.817737654,-143.875121041,121.38349803,-0.153106595914,0.0379692460563
2212,25.1127138889,336.074181055,226.491657521,-27.4060683158,-127.760784016,116.570420747,-0.185737363546,0.113253901164
2213,26.2356716409,327.22616741,217.829872552,-29.9533656413,-135.962156918,117.945291231,-0.154701364234,0.105074759966
2214,22.5258212121,332.965965899,225.326542144,-30.604668185,-151.875853753,113.618717922,-0.155494848725,0.0810809548817
2215,20.8142421518,331.618230084,225.111122301,-32.3699340593,-12.7469927152,106.490911277,-0.105147007911,-0.0283046039148
2216,19.7126939494,331.31403159,225.506743075,-33.2639916953,-149.748819571,110.243465475,-0.199230296823,0.0842868853155
2217,20.5942500253,329.71160799,223.365345979,-33.260925949,-142.86145311,109.567112473,-0.214276052546,0.0989890771098
2218,22.7994288607,328.52593476,220.907684732,-32.0987538196,-153.021979565,108.275606935,-0.119554793398,0.17400941216
2219,25.5725097334,333.199022805,223.69537414,-28.2760512163,-154.266586131,102.692436086,-0.193637400885,0.137467689632
2220,21.6322288188,333.67868803,226.552818653,-30.9471197436,-154.495711554,111.281644075,-0.178560469281,0.0532806499098
2221,26.0594938637,333.528563918,223.699721469,-27.7787237876,-140.452450139,110.567239931,-0.198650905517,0.112626354333
2222,22.8515007418,337.990497234,229.608357045,-28.1630925945,-158.568784727,104.061540766,-0.135149206598,0.158943313907
2223,25.3910605201,334.953639817,225.349253766,-27.6849411061,-7.07892874975,99.8031983563,-0.14132159412,0.0388726723667
2224,25.0089456329,336.620005329,227.025052363,-27.2406190648,-19.6807253642,100.203830906,-0.135723340337,0.00842907711606
2225,25.4378448593,338.776787015,228.557934342,-25.9426411226,-140.559927025,106.346576546,-0.24700758055,0.0554920998417
2226,23.6317184047,339.730875532,230.549282339,-26.7800172263,33.7511614098,102.523648821,-0.131090988323,-0.0136151004326
2227,24.524373597,342.56839357,232.225369034,-24.7302176793,-161.286058663,100.961873948,-0.187414875501,0.148083508047
2228,26.8011846779,343.645864199,231.485355807,-22.5610210724,-27.788697129,100.684352724,-0.124080476639,0.0354495284245
2229,26.8906095138,343.247192054,231.122682317,-22.7018898583,-52.5221474004,97.8739622834,-0.141616317471,0.00261933341198
2230,24.0871333104,340.832941446,231.141905141,-25.9162144808,24.6604936028,97.3861536092,-0.156285723343,-0.0391837110372
2231,26.1779629871,339.905315852,228.990957616,-24.8711059167,-157.920829329,97.4293833745,-0.118503914394,0.241187793919
2232,25.4051482139,343.379251429,232.244126885,-23.6905905785,-12.2775105756,96.2811947365,-0.164382401134,-0.0230784951507
2233,26.9649709493,343.934037779,231.59002206,-22.2949342846,-160.342892523,98.5264354019,-0.189206990098,0.190896323677
2234,27.5138948505,345.487477587,232.360344332,-21.0879759623,-7.39992914413,95.8665061102,-0.177968520662,-0.0398005963396
2235,27.1140418492,344.332036563,231.785166416,-21.9814857918,-44.8833636836,92.7645819799,-0.180098793894,-0.0409904063544
2236,29.2977012828,349.637667668,234.014488414,-17.5561527099,36.298296162,94.6779157336,-0.175924297275,0.0550311598521
2237,28.3134390495,346.795464432,232.744467443,-19.8187340364,-11.7289426479,98.4857400498,-0.117187351952,0.066507899917
2238,27.8152887125,344.329147237,231.302778594,-21.4810375688,-18.517760035,102.083062343,-0.119956430499,-0.0116388109136
2239,26.9275705896,349.21305114,235.426364947,-19.4423847329,-23.6423611335,98.9554207983,-0.150742087705,-0.00562233024353
2240,24.1310300949,347.074198092,235.932341376,-22.5723330501,39.3069785206,97.000728612,-0.148552672356,0.0297120790335
2241,25.6596597034,345.502057757,233.670255048,-22.386435885,-157.703276807,97.852213127,-0.264542986681,0.0842017581273
2242,25.0371797321,345.070656019,233.789002386,-23.0532366881,2.89127642699,99.0942598909,-0.182238700531,-0.0124847529804
2243,22.9366953585,347.578460844,237.184423214,-23.092325017,8.54606303408,102.317650649,-0.15232107787,-0.00711334202881
2244,25.112268731,350.145485733,237.405494008,-20.1369593363,18.0300105514,102.416320362,-0.114649510747,0.0262636809116
2245,17.5245684968,342.094847052,236.938148951,-29.7069308624,-150.765156141,109.338591101,-0.169667557789,0.124446619705
2246,22.0845929149,339.907861782,231.761502961,-27.7764244845,-151.783759041,106.856756049,-0.213958039657,0.0689103823055
2247,21.7245080364,344.20273607,235.510389699,-25.794203941,4.31382797042,100.478757916,-0.158368165821,-0.0595939349348
2248,26.5100093061,348.312505548,235.097909536,-20.2419528943,-164.166544583,108.445792421,-0.144848984224,0.0575861358588
2249,30.3304537917,342.367160847,228.181828694,-20.6280819824,33.5051534372,103.508505499,-0.126941233834,0.00635112685605
2250,30.373606042,339.827498825,226.248984531,-21.7961160594,-145.654586719,111.187204467,-0.147049331128,0.145245591758
2251,33.1633254922,346.560765318,229.275851039,-16.4333336692,140.06076157,118.705834977,-0.211061245153,0.0178087711978
2252,29.3692911664,343.614051599,229.729575978,-20.720090739,-117.081930223,128.427559737,-0.168518983264,0.0188232874395
2253,29.1542095149,336.831653439,224.643353377,-24.0564902086,-118.492482095,131.936670293,-0.128822829239,0.034944812113
2254,31.6439475996,338.330771168,224.330769557,-21.4961762966,-140.27095304,126.861519535,-0.11259270645,0.0235864734602
2255,28.7845685611,331.081749852,220.02427822,-26.6378051951,-124.61061003,123.573531052,-0.119892324305,0.131828037468
2256,27.5534893439,332.178369714,221.655717215,-27.1788662083,-115.343102833,128.535542142,-0.139602675814,0.113680132705
2257,24.1957558622,336.594149541,227.522549945,-27.8427500255,-123.653886645,130.699557843,-0.15430340066,0.0289624913838
2258,28.2607770424,336.910886401,225.247460719,-24.6990636897,-98.4311924264,145.329379819,-0.118594328418,0.0372070382913
2259,31.8011260379,332.492693317,219.618184464,-23.7348756271,-91.491327626,142.564312495,-0.103434903642,0.0926293377314
2260,28.1701445773,328.063891022,217.646201628,-28.1722819667,-107.8422185,138.729471259,-0.101216163462,0.0666603364638
2261,23.5672724824,330.205812104,222.103771476,-30.9246810881,-117.908801129,138.330073249,-0.0980165912935,0.0677693799641
2262,22.0973135396,326.79936306,219.559343243,-33.2047973529,-92.6068504642,142.862326446,-0.108730651327,0.0887024495934
2263,26.737856915,325.358870904,215.798319964,-30.150608343,-104.398456728,142.516169977,-0.0952925639185,0.0434945375447
2264,27.1155796325,329.259122702,219.276440237,-28.5866505725,-94.5145322966,135.173880953,-0.111495116442,0.12489661798
2265,27.696195291,328.50112421,218.283565778,-28.3967406024,-118.86173464,125.076973182,-0.136444037169,0.118720832153
2266,25.4585124219,328.386075178,219.331808254,-30.1594626059,-135.016588832,124.676584784,-0.127183762822,0.0447301944443
2267,24.9017997104,327.765147511,219.029445723,-30.7932124097,-131.683670397,127.644849057,-0.138194730936,0.0559891400094
2268,22.650357056,325.943338332,218.391350044,-33.0766678679,-133.933191159,117.883557249,-0.175012171912,0.0683410792996
2269,22.9335374031,325.868665762,218.168687268,-32.8905994498,-135.973307326,111.316274162,-0.166279423336,0.142334582574
2270,20.0845430187,325.170150715,218.934526155,-35.1877549164,-142.029973376,111.544328008,-0.15663624604,0.136680321355
2271,19.8994621482,326.873081577,220.852986774,-34.7638788642,-129.854242623,111.710276407,-0.236198123341,0.0590081046641
2272,19.9507555739,326.535647184,220.467206247,-34.8407033015,-143.009908848,114.544738718,-0.184871680505,0.0618170906852
2273,18.8269618915,324.894243722,219.317808327,-36.1647900081,-143.698791951,117.075348639,-0.144694311573,0.0872311683654
2274,22.4775136312,324.066929691,216.532041031,-33.781096432,-127.37813215,120.134407594,-0.167935338247,0.0925260291789
2275,21.1737334301,321.947099613,214.872730142,-35.3400479858,-123.918787563,119.268864758,-0.147663566141,0.142494892405
2276,18.641179636,322.750871867,217.012161361,-36.9358270429,-143.701791459,120.137594849,-0.0995692325144,0.109284157801
2277,18.2254759604,323.667297571,218.272346943,-36.9601933051,-136.153440598,120.673010573,-0.142523392646,0.106687634606
2278,20.0724700377,322.271533898,215.75633314,-36.0515047819,-123.14566767,126.344097418,-0.120343145966,0.10982114443
2279,21.7165547896,318.946466208,211.290039203,-35.6828366023,-124.799481024,124.969716677,-0.127201202707,0.10581703995
2280,25.0342022913,322.471727816,213.697424367,-32.295611717,-113.365792442,124.051123739,-0.170482801886,0.0977519885514
2281,23.7818862181,321.055141282,212.753950967,-33.6237481179,-102.80334392,123.922778175,-0.155306619376,0.140907227353
2282,24.0334211907,323.38164836,215.080079375,-32.8109598014,-114.064518733,132.199773399,-0.123998843694,0.102909007224
2283,22.1202734422,321.306241876,213.740173042,-34.8103301783,-101.640230183,133.674716478,-0.133009230838,0.0992480354152
2284,22.1868681162,321.753299614,214.197192328,-34.6439835326,-125.486101907,129.942018049,-0.114429377492,0.0957070769458
2285,22.6560660447,326.389724863,218.84399685,-32.9285670491,-122.75692166,133.094639828,-0.12656356492,0.0719473570409
2286,22.4941850715,325.82598908,218.352038295,-33.229476151,-110.261369729,131.216842678,-0.104478094346,0.128702378228
2287,20.1554322932,325.672322,219.435054679,-34.9774403197,-116.386029356,133.270102709,-0.122375415007,0.098752129143
2288,19.1026203094,324.622400378,218.867399424,-36.0555583573,-128.282688999,134.031582914,-0.115029502686,0.0551402004749
2289,14.6790274118,324.141579643,220.840214614,-39.214067267,-130.553123945,127.816487048,-0.108384396737,0.112521179427
2290,16.3146048445,322.285269498,217.691989161,-38.673394836,-131.68618643,128.461405357,-0.0902048425052,0.0986684005841
2291,17.271747777,324.676829792,219.944944638,-37.3106013003,-127.761027935,126.448695058,-0.134365157537,0.0851881945769
2292,16.679436693,323.756521967,219.223488724,-37.9972277855,-134.352379117,126.408607344,-0.10857088638,0.0862425361926
2293,16.7364086397,326.211220573,221.987386606,-37.1773180129,-131.207268451,122.375174795,-0.140645078045,0.0994014514308
2294,18.7365844063,324.747301028,219.2050391,-36.2740596582,-128.581341796,123.017042824,-0.138307889546,0.0858636620115
2295,20.3474712559,325.56797707,219.21926014,-34.8734799,-130.755483335,126.00204741,-0.12924470203,0.0745778686402
2296,18.8936708523,327.835376166,222.455399147,-35.1383228181,-141.042978913,119.531665842,-0.128190409433,0.105322035662
2297,22.6008451876,328.532923661,221.025560106,-32.2419906041,-128.223976028,129.272060895,-0.137170264733,0.06122122781
2298,22.7104092767,329.11162285,221.533958172,-31.955210529,-114.98019126,131.447539957,-0.110188186631,0.109959396443
2299,20.7248332751,332.119369324,225.652242742,-32.2322070187,-112.690269758,129.742506763,-0.101778305625,0.127640308446
2300,14.305802071,327.285531916,224.738518642,-38.4134834944,-132.195838434,126.123566914,-0.113485744872,0.107399346483
2301,11.8495008846,328.275086229,227.577121417,-39.6038296244,-128.213367726,130.427023213,-0.1261167623,0.061908231645
2302,13.7729024529,325.158455495,222.612502638,-39.479168106,-110.46598786,134.209022221,-0.140426542363,0.0708755022789
2303,18.2281552335,326.538730505,221.460158794,-36.0473235663,-120.464393438,137.86275515,-0.0762225850649,0.0151818488421
2304,18.0117918668,326.651151388,221.710022018,-36.1587340155,-118.310084241,138.941294978,-0.0974731737994,0.0640447928451
2305,18.2838457964,328.092091057,223.09549995,-35.4696138233,-97.8794143509,141.994544042,-0.102173292771,0.0778832368225
2306,17.0808623586,327.921746734,223.656658244,-36.3519545651,-115.03285978,139.585936803,-0.102787133992,0.0751179886366
2307,16.0960829207,327.440175643,223.750568466,-37.1841758336,-105.556063856,135.995039032,-0.126274201322,0.0972311501957
2308,16.2490553722,328.836911752,225.177373267,-36.576399625,-126.903080963,134.755043008,-0.117654990165,0.059408121758
2309,15.68655257,326.878038563,223.383650219,-37.6527214278,-91.2273989791,142.973538559,-0.151272893627,0.0447111775657
2310,14.2746290384,328.469007363,226.09132079,-38.0052593816,-92.1516897598,144.22789814,-0.133894375998,0.0250003593087
2311,13.0545373152,330.716194496,229.42661113,-37.9119148915,-101.037118295,144.858889429,-0.101078432131,0.0524169385918
2312,10.8036677153,332.056982138,232.599243909,-38.7350935831,-162.649533215,135.41868123,-0.113131382701,0.0620185559822
2313,12.0582148247,331.203984536,230.700266591,-38.3311195022,-125.363323497,134.270555692,-0.106779853687,0.0842998632633
2314,12.0122813515,332.216970273,231.824812271,-37.936722268,-117.259509516,129.725807725,-0.0919187616007,0.136854597414
2315,15.6967561986,333.808223294,230.711982973,-34.9269512109,-79.0404491638,150.866951599,-0.115484555151,0.0782594669941
2316,18.844436912,327.831368229,222.480607957,-35.174005931,-80.9768256133,144.719075886,-0.117978983225,0.102571851604
2317,20.1909548015,332.478150577,226.338989495,-32.4608300257,-78.905876175,158.987298221,-0.0807194495865,0.0847491329793
2318,18.0514227556,332.962624286,228.224990703,-33.729956027,-94.1976495841,151.635475132,-0.102735249555,0.0588887569548
2319,18.0921412736,328.476667331,223.620735128,-35.4629202803,-80.5431523837,153.608299552,-0.105749583158,0.076092421783
2320,15.0964904815,331.130654765,228.402142034,-36.443818256,-86.1474241041,153.431641917,-0.108036843171,0.0624097909525
2321,19.2081717472,326.98016271,221.363442965,-35.2150891859,-69.7072392663,161.51897833,-0.0833579261532,0.0537913658577
2322,20.0706650961,326.90972833,220.79438729,-34.6299548404,-47.2111189073,169.630550247,-0.0986707733934,0.0662614000033
2323,18.9465163125,328.280717887,222.892145088,-34.9431260546,-82.5870157071,161.996404662,-0.0848383534985,0.0668763332441
2324,21.9129604925,328.118898515,220.998341981,-32.8895671089,-57.2670492452,163.853300172,-0.109096775684,0.0709071112126
2325,21.2982790877,327.667078974,220.88606611,-33.4918212502,-70.7555042356,166.093192199,-0.0764809829292,0.0575463528729
2326,24.1331805451,327.044505428,218.727240493,-31.6134089412,-60.0421962799,159.327941621,-0.119324491408,0.0741572981479
2327,18.3533814906,325.555325373,220.311578376,-36.2850269554,-84.4931413753,150.898324083,-0.108305502563,0.0740092132135
2328,16.8969334234,324.3406748,219.774766139,-37.6710235997,-83.9530219024,154.567563432,-0.104307043854,0.0481237717978
2329,17.612118213,322.94284285,217.77034513,-37.598257992,-73.3161542427,160.01847826,-0.0877996491374,0.0705402100857
2330,18.5098123067,322.184363076,216.430002263,-37.1870501335,-64.4470929545,162.676066441,-0.087240229778,0.0785404049694
2331,20.851418896,324.899269656,218.237027068,-34.7209608465,-55.153039783,171.673924863,-0.0832854511608,0.0435394674635
2332,20.3658320423,323.471369621,216.94078873,-35.5004040771,-70.9689509927,168.828897899,-0.0784219668977,0.0291231669093
2333,19.712225628,325.12475834,219.086504528,-35.4673535929,-46.2039805654,172.544380274,-0.0878920517542,0.0734181661384
2334,19.7323497034,326.836955432,220.909979431,-34.8944322017,-48.5753722373,170.678971539,-0.0829135744635,0.0728644227587
2335,15.3108426283,326.183633819,222.834106801,-38.1382362995,-52.1121198105,167.197702484,-0.103701528809,0.0768369159982
2336,17.2889774569,324.632409224,219.884728774,-37.3127028159,-72.2353028408,166.343564683,-0.0945537573285,0.0488860528562
2337,14.3176011919,323.631797596,220.4454396,-39.6063704299,-60.9672030505,169.06500645,-0.0609469710842,0.0513950460903
2338,13.4405703554,323.098732728,220.321623348,-40.3331731398,-81.011604175,153.87949618,-0.0821729498939,0.0956245083796
2339,9.82726596038,321.636243223,220.696886175,-42.9932554053,-81.2169882954,152.859435598,-0.109988080692,0.0626989900255
2340,12.5421557483,325.893903495,224.29612788,-40.016853968,-78.198213492,151.058479102,-0.140960293424,0.0435610990239
2341,14.3843848098,326.882428006,224.227057794,-38.5041554784,-110.586796949,146.889947073,-0.0960123037218,0.0276041143785
2342,14.4238400576,325.852618046,223.01367979,-38.8297954551,-108.411799832,142.600670415,-0.0774698881178,0.102114878123
2343,15.526126012,324.440472523,220.686910038,-38.5621036953,-113.737724913,144.59889948,-0.0840163004071,0.0470512388915
2344,14.0404611478,323.915173425,220.955429326,-39.6998644466,-120.166096773,140.291978321,-0.10891358503,0.0437670893575
2345,12.4730861377,321.137923377,218.411931258,-41.5046026846,-104.751017246,141.3618941,-0.0768500248765,0.0723959936137
2346,13.0627704077,320.545661628,217.308255786,-41.2869254389,-103.872065677,141.598177649,-0.0932026750472,0.104846317067
2347,13.4252356371,321.954240388,218.902034983,-40.6733442807,-111.92497248,140.326572034,-0.109568274159,0.0702847557409
2348,11.4824886622,319.572641801,216.904761167,-42.5302181658,-91.4147006333,149.351656912,-0.0764793727286,0.074499227647
2349,15.2561325691,319.680264632,215.045060912,-40.0722164348,-97.0498124017,151.73843392,-0.0769670184163,0.084255223792
2350,13.903502984,322.418396271,219.204102415,-40.2331472856,-79.9753416613,152.489881368,-0.120690734304,0.0727251453787
2351,13.2340013627,322.603596345,219.830098192,-40.6107121661,-95.0286041486,149.383101162,-0.115311521701,0.0469108950378
2352,15.4151268988,320.882652473,216.465521069,-39.660187634,-69.6143708998,158.282658473,-0.0953016092543,0.071286085645
2353,15.0984725969,316.826749486,211.447059975,-40.8207813747,-98.557623173,145.553359472,-0.108504042233,0.0617391030121
2354,13.7608485331,319.803472401,215.968893424,-41.0263530396,-106.878999535,140.998588075,-0.0832326459286,0.0642368809226
